pagamentoid,ano,mes,dia,periodo,datavencimento,datapagamento,contaid,conta,tipo,tipopagamento,valor,Pago
24147,2013,4,10,2013-04,2013-04-10,2013-04-10,250,conta-250,Despesa,Boleto,490.41,Pago
24148,2013,4,19,2013-04,2013-04-19,2013-04-19,76,conta-76,Fornecedor,Dinheiro,-47.31,Pago
24149,2013,2,26,2013-02,2013-02-26,2013-02-26,76,conta-76,Fornecedor,Dinheiro,-47.38,Pago
24150,2013,2,21,2013-02,2013-02-21,2013-02-21,76,conta-76,Fornecedor,Dinheiro,-297.39,Pago
24151,2013,4,17,2013-04,2013-04-17,2013-04-17,284,conta-284,Fornecedor,Boleto,201.00,Pago
24152,2013,5,7,2013-05,2013-05-07,2013-05-07,284,conta-284,Fornecedor,Boleto,201.00,Pago
24153,2013,4,3,2013-04,2013-04-03,2013-04-03,272,conta-272,Fornecedor,Dinheiro,69.00,Pago
24154,2013,4,1,2013-04,2013-04-01,2013-04-01,278,conta-278,Fornecedor,Dinheiro,118.20,Pago
24155,2013,5,5,2013-05,2013-05-05,2013-05-05,35,conta-35,Fornecedor,Dinheiro,122.12,Pago
24156,2013,5,19,2013-05,2013-05-19,2013-05-19,35,conta-35,Fornecedor,Dinheiro,122.12,Pago
24235,2013,12,12,2013-12,2013-12-12,2013-12-12,236,conta-236,Despesa,Dinheiro,30.00,Pago
24246,2013,4,1,2013-04,2013-04-01,2013-04-01,5298,conta-5298,Fornecedor,Dinheiro,30.00,Pago
24247,2013,4,5,2013-04,2013-04-05,2013-04-05,5290,conta-5290,Despesa,Dinheiro,2.00,Pago
24248,2013,4,5,2013-04,2013-04-05,2013-04-05,236,conta-236,Despesa,Dinheiro,34.00,Pago
24250,2013,4,29,2013-04,2013-04-29,2013-04-29,6,conta-6,Despesa,Boleto,84.03,Pago
24251,2013,4,12,2013-04,2013-04-12,2013-04-12,7,conta-7,Despesa,Boleto,44.15,Pago
24252,2013,4,15,2013-04,2013-04-15,2013-04-15,21,conta-21,Imposto,Boleto,6.36,Pago
24253,2013,5,31,2013-05,2013-05-31,2013-05-31,132,conta-132,Fornecedor,Boleto,513.03,Pago
24254,2013,5,10,2013-05,2013-05-10,2013-05-10,132,conta-132,Fornecedor,Boleto,1580.38,Pago
24255,2013,4,9,2013-04,2013-04-09,2013-04-09,76,conta-76,Fornecedor,Dinheiro,424.95,Pago
24256,2013,5,13,2013-05,2013-05-13,2013-05-13,76,conta-76,Fornecedor,Cheque,210.00,Pago
24257,2013,4,9,2013-04,2013-04-09,2013-04-09,240,conta-240,Fornecedor,Dinheiro,538.10,Pago
24258,2013,4,8,2013-04,2013-04-08,2013-04-08,278,conta-278,Fornecedor,Dinheiro,106.50,Pago
24259,2013,4,10,2013-04,2013-04-10,2013-04-10,278,conta-278,Fornecedor,Dinheiro,46.14,Pago
24260,2013,5,10,2013-05,2013-05-10,2013-05-10,104,conta-104,Fornecedor,Dinheiro,169.98,Pago
24261,2013,4,11,2013-04,2013-04-11,2013-04-11,259,conta-259,Fornecedor,Dinheiro,60.00,Pago
24262,2013,4,24,2013-04,2013-04-24,2013-04-24,13,conta-13,Despesa,Boleto,31.88,Pago
24263,2013,4,12,2013-04,2013-04-12,2013-04-12,33,conta-33,Fornecedor,Dinheiro,54.00,Pago
24264,2013,4,29,2013-04,2013-04-29,2013-04-29,73,conta-73,Fornecedor,Boleto,127.81,Pago
24265,2013,5,13,2013-05,2013-05-13,2013-05-13,73,conta-73,Fornecedor,Boleto,127.81,Pago
24266,2013,5,28,2013-05,2013-05-28,2013-05-28,73,conta-73,Fornecedor,Boleto,127.83,Pago
24267,2013,5,13,2013-05,2013-05-13,2013-05-13,282,conta-282,Fornecedor,Boleto,318.40,Pago
24268,2013,5,6,2013-05,2013-05-06,2013-05-06,24,conta-24,Fornecedor,Boleto,176.68,Pago
24269,2013,5,13,2013-05,2013-05-13,2013-05-13,24,conta-24,Fornecedor,Boleto,171.49,Pago
24270,2013,5,20,2013-05,2013-05-20,2013-05-20,24,conta-24,Fornecedor,Boleto,171.49,Pago
24271,2013,6,21,2013-06,2013-06-21,2013-06-21,7328,conta-7328,Fornecedor,Cheque,245.62,Pago
24272,2013,6,13,2013-06,2013-06-13,2013-06-13,7328,conta-7328,Fornecedor,Cheque,245.62,Pago
24273,2013,6,28,2013-06,2013-06-28,2013-06-28,7328,conta-7328,Fornecedor,Cheque,245.62,Pago
24274,2013,4,15,2013-04,2013-04-15,2013-04-15,7328,conta-7328,Fornecedor,Dinheiro,500.01,Pago
24275,2013,4,15,2013-04,2013-04-15,2013-04-15,5293,conta-5293,Fornecedor,Dinheiro,1390.00,Pago
24276,2013,4,15,2013-04,2013-04-15,2013-04-15,278,conta-278,Fornecedor,Dinheiro,129.56,Pago
24277,2013,4,15,2013-04,2013-04-15,2013-04-15,123,conta-123,Fornecedor,Dinheiro,52.41,Pago
24367,2013,5,7,2013-05,2013-05-07,2013-05-07,284,conta-284,Fornecedor,Boleto,227.00,Pago
24368,2013,5,27,2013-05,2013-05-27,2013-05-27,284,conta-284,Fornecedor,Boleto,227.00,Pago
24157,2013,5,27,2013-05,2013-05-27,2013-05-27,35,conta-35,Fornecedor,Dinheiro,122.12,Pago
24158,2013,5,6,2013-05,2013-05-06,2013-05-06,76,conta-76,Fornecedor,Cheque,250.00,Pago
24159,2013,5,20,2013-05,2013-05-20,2013-05-20,76,conta-76,Fornecedor,Cheque,250.00,Pago
24160,2013,4,3,2013-04,2013-04-03,2013-04-03,76,conta-76,Fornecedor,Dinheiro,21.41,Pago
24161,2013,4,30,2013-04,2013-04-30,2013-04-30,1289,conta-1289,Divida,Boleto,544.63,Pago
24162,2013,4,30,2013-04,2013-04-30,2013-04-30,1288,conta-1288,Divida,Boleto,537.91,Pago
24163,2013,4,30,2013-04,2013-04-30,2013-04-30,1287,conta-1287,Divida,Boleto,508.84,Pago
24164,2013,4,30,2013-04,2013-04-30,2013-04-30,5296,conta-5296,Divida,Boleto,135.54,Pago
24165,2013,4,3,2013-04,2013-04-03,2013-04-03,189,conta-189,Fornecedor,Dinheiro,122.50,Pago
24166,2013,4,9,2013-04,2013-04-09,2013-04-09,11343,conta-11343,Despesa,Boleto,44.78,Pago
24167,2013,4,22,2013-04,2013-04-22,2013-04-22,89,conta-89,Imposto,Boleto,214.34,Pago
24171,2013,8,20,2013-08,2013-08-20,2013-08-20,89,conta-89,Imposto,Boleto,234.68,Pago
24172,2013,9,20,2013-09,2013-09-20,2013-09-20,89,conta-89,Imposto,Boleto,240.08,Pago
24173,2013,10,21,2013-10,2013-10-21,2013-10-21,89,conta-89,Imposto,Boleto,256.60,Pago
24174,2013,11,21,2013-11,2013-11-21,2013-11-21,89,conta-89,Imposto,Boleto,266.02,Pago
24175,2013,12,20,2013-12,2013-12-20,2013-12-20,89,conta-89,Imposto,Boleto,336.85,Pago
24176,2013,5,31,2013-05,2013-05-31,2013-05-31,1288,conta-1288,Divida,Boleto,536.73,Pago
24177,2013,6,28,2013-06,2013-06-28,2013-06-28,1288,conta-1288,Divida,Boleto,530.28,Pago
24178,2013,7,31,2013-07,2013-07-31,2013-07-31,1288,conta-1288,Divida,Boleto,534.10,Pago
24179,2013,8,30,2013-08,2013-08-30,2013-08-30,1288,conta-1288,Divida,Boleto,537.26,Pago
24180,2013,9,30,2013-09,2013-09-30,2013-09-30,1288,conta-1288,Divida,Boleto,527.16,Pago
24181,2013,5,31,2013-05,2013-05-31,2013-05-31,1289,conta-1289,Divida,Boleto,544.04,Pago
24182,2013,6,28,2013-06,2013-06-28,2013-06-28,1289,conta-1289,Divida,Boleto,538.50,Pago
24183,2013,7,31,2013-07,2013-07-31,2013-07-31,1289,conta-1289,Divida,Boleto,542.96,Pago
24184,2013,8,30,2013-08,2013-08-30,2013-08-30,1289,conta-1289,Divida,Boleto,545.59,Pago
24185,2013,9,30,2013-09,2013-09-30,2013-09-30,1289,conta-1289,Divida,Boleto,549.37,Pago
24186,2013,10,30,2013-10,2013-10-30,2013-10-30,1289,conta-1289,Divida,Boleto,560.00,Pago
24187,2013,11,29,2013-11,2013-11-29,2013-11-29,1289,conta-1289,Divida,Boleto,530.20,Pago
24188,2013,5,31,2013-05,2013-05-31,2013-05-31,5296,conta-5296,Divida,Boleto,136.16,Pago
24189,2013,4,20,2013-04,2013-04-20,2013-04-20,25,conta-25,Despesa,Boleto,400.00,Pago
24193,2013,8,20,2013-08,2013-08-20,2013-08-20,25,conta-25,Despesa,Boleto,320.00,Pago
24194,2013,9,20,2013-09,2013-09-20,2013-09-20,25,conta-25,Despesa,Boleto,320.00,Pago
24195,2013,10,20,2013-10,2013-10-20,2013-10-20,25,conta-25,Despesa,Boleto,320.00,Pago
24196,2013,11,20,2013-11,2013-11-20,2013-11-20,25,conta-25,Despesa,Boleto,480.00,Pago
24197,2013,12,20,2013-12,2013-12-20,2013-12-20,25,conta-25,Despesa,Boleto,480.00,Pago
24198,2013,4,12,2013-04,2013-04-12,2013-04-12,86,conta-86,Despesa,Debito Conta Corrente - PJ,111.67,Pago
24205,2013,11,13,2013-11,2013-11-13,2013-11-13,86,conta-86,Despesa,Debito Conta Corrente - PJ,96.75,Pago
24206,2013,12,16,2013-12,2013-12-16,2013-12-16,86,conta-86,Despesa,Debito Conta Corrente - PJ,42.90,Pago
24216,2013,5,2,2013-05,2013-05-02,2013-05-02,251,conta-251,Despesa,Debito Conta Corrente - PJ,22.80,Pago
24217,2013,8,1,2013-08,2013-08-01,2013-08-01,251,conta-251,Despesa,Debito Conta Corrente - PJ,22.80,Pago
24218,2013,11,1,2013-11,2013-11-01,2013-11-01,251,conta-251,Despesa,Debito Conta Corrente - PJ,22.80,Pago
24220,2013,6,10,2013-06,2013-06-10,2013-06-10,250,conta-250,Despesa,Boleto,490.41,Pago
24224,2013,10,10,2013-10,2013-10-10,2013-10-10,250,conta-250,Despesa,Boleto,559.70,Pago
24225,2013,11,10,2013-11,2013-11-10,2013-11-10,250,conta-250,Despesa,Boleto,559.70,Pago
24226,2013,12,10,2013-12,2013-12-10,2013-12-10,250,conta-250,Despesa,Boleto,559.70,Pago
24232,2013,9,20,2013-09,2013-09-20,2013-09-20,236,conta-236,Despesa,Dinheiro,26.00,Pago
24233,2013,10,11,2013-10,2013-10-11,2013-10-11,236,conta-236,Despesa,Dinheiro,24.00,Pago
24234,2013,11,5,2013-11,2013-11-05,2013-11-05,236,conta-236,Despesa,Dinheiro,30.00,Pago
24369,2013,5,18,2013-05,2013-05-18,2013-05-18,263,conta-263,Fornecedor,Dinheiro,116.00,Pago
24370,2013,5,17,2013-05,2013-05-17,2013-05-17,227,conta-227,Fornecedor,Boleto,223.40,Pago
24371,2013,5,24,2013-05,2013-05-24,2013-05-24,227,conta-227,Fornecedor,Boleto,223.40,Pago
24372,2013,5,17,2013-05,2013-05-17,2013-05-17,49,conta-49,Fornecedor,Boleto,478.08,Pago
24373,2013,5,31,2013-05,2013-05-31,2013-05-31,49,conta-49,Fornecedor,Boleto,478.07,Pago
24374,2013,6,14,2013-06,2013-06-14,2013-06-14,49,conta-49,Fornecedor,Boleto,478.07,Pago
24376,2013,4,19,2013-04,2013-04-19,2013-04-19,272,conta-272,Fornecedor,Dinheiro,60.00,Pago
24377,2013,5,24,2013-05,2013-05-24,2013-05-24,104,conta-104,Fornecedor,Dinheiro,126.08,Pago
24378,2013,5,14,2013-05,2013-05-14,2013-05-14,5299,conta-5299,Fornecedor,Boleto,287.31,Pago
24379,2013,5,28,2013-05,2013-05-28,2013-05-28,5299,conta-5299,Fornecedor,Boleto,287.31,Pago
24380,2013,5,14,2013-05,2013-05-14,2013-05-14,27,conta-27,Fornecedor,Boleto,376.42,Pago
24381,2013,6,11,2013-06,2013-06-11,2013-06-11,27,conta-27,Fornecedor,Boleto,375.00,Pago
24382,2013,5,22,2013-05,2013-05-22,2013-05-22,227,conta-227,Fornecedor,Boleto,454.44,Pago
24383,2013,4,24,2013-04,2013-04-24,2013-04-24,279,conta-279,Fornecedor,Dinheiro,144.40,Pago
24384,2013,4,23,2013-04,2013-04-23,2013-04-24,263,conta-263,Fornecedor,Dinheiro,45.00,Pago
24385,2013,4,22,2013-04,2013-04-22,2013-04-22,278,conta-278,Fornecedor,Dinheiro,211.72,Pago
24386,2013,4,24,2013-04,2013-04-24,2013-04-24,76,conta-76,Fornecedor,Dinheiro,665.70,Pago
24387,2013,4,24,2013-04,2013-04-24,2013-04-24,189,conta-189,Fornecedor,Dinheiro,122.50,Pago
24388,2013,5,17,2013-05,2013-05-17,2013-05-17,227,conta-227,Fornecedor,Dinheiro,-45.76,Pago
24389,2013,4,16,2013-04,2013-04-16,2013-04-16,240,conta-240,Fornecedor,Dinheiro,297.14,Pago
24390,2013,5,24,2013-05,2013-05-24,2013-05-24,214,conta-214,Fornecedor,Boleto,346.39,Pago
24391,2013,6,23,2013-06,2013-06-23,2013-06-23,214,conta-214,Fornecedor,Boleto,346.39,Pago
24394,2013,7,3,2013-07,2013-07-03,2013-07-03,76,conta-76,Fornecedor,Cheque,180.00,Pago
24395,2013,6,12,2013-06,2013-06-12,2013-06-12,76,conta-76,Fornecedor,Cheque,180.00,Pago
24396,2013,6,27,2013-06,2013-06-27,2013-06-27,76,conta-76,Fornecedor,Cheque,180.00,Pago
24397,2013,4,25,2013-04,2013-04-25,2013-04-25,5301,conta-5301,Fornecedor,Dinheiro,98.06,Pago
24398,2013,5,27,2013-05,2013-05-27,2013-05-27,35,conta-35,Fornecedor,Dinheiro,112.16,Pago
24399,2013,6,24,2013-06,2013-06-24,2013-06-24,35,conta-35,Fornecedor,Dinheiro,112.16,Pago
24401,2013,5,29,2013-05,2013-05-29,2013-05-29,132,conta-132,Fornecedor,Boleto,1580.38,Pago
24402,2013,6,19,2013-06,2013-06-19,2013-06-19,132,conta-132,Fornecedor,Boleto,1222.01,Pago
24403,2013,5,28,2013-05,2013-05-28,2013-05-28,76,conta-76,Fornecedor,Cheque,250.00,Pago
24404,2013,5,31,2013-05,2013-05-31,2013-05-31,5302,conta-5302,Fornecedor,Cheque,250.00,Pago
24405,2013,6,17,2013-06,2013-06-17,2013-06-17,5302,conta-5302,Fornecedor,Cheque,250.00,Pago
24406,2013,7,3,2013-07,2013-07-03,2013-07-03,5302,conta-5302,Fornecedor,Cheque,250.00,Pago
24407,2013,4,29,2013-04,2013-04-29,2013-04-29,76,conta-76,Fornecedor,Dinheiro,221.30,Pago
24408,2013,5,26,2013-05,2013-05-26,2013-05-26,248,conta-248,Fornecedor,Dinheiro,107.00,Pago
24409,2013,4,29,2013-04,2013-04-29,2013-04-29,278,conta-278,Fornecedor,Dinheiro,170.48,Pago
24410,2013,4,30,2013-04,2013-04-30,2013-04-30,236,conta-236,Despesa,Dinheiro,29.00,Pago
24411,2013,4,30,2013-04,2013-04-30,2013-04-30,279,conta-279,Fornecedor,Dinheiro,98.00,Pago
24412,2013,4,30,2013-04,2013-04-30,2013-04-30,5302,conta-5302,Fornecedor,Dinheiro,73.40,Pago
24413,2013,4,30,2013-04,2013-04-30,2013-04-30,190,conta-190,Fornecedor,Dinheiro,127.96,Pago
24414,2013,5,9,2013-05,2013-05-09,2013-05-09,11343,conta-11343,Despesa,Boleto,46.11,Pago
24415,2013,5,10,2013-05,2013-05-10,2013-05-10,250,conta-250,Despesa,Boleto,490.41,Pago
24416,2013,5,2,2013-05,2013-05-02,2013-05-02,278,conta-278,Fornecedor,Dinheiro,68.40,Pago
24417,2013,6,3,2013-06,2013-06-03,2013-06-03,115,conta-115,Fornecedor,Dinheiro,73.00,Pago
24418,2013,6,4,2013-06,2013-06-04,2013-06-04,159,conta-159,Fornecedor,Dinheiro,181.20,Pago
24419,2013,7,2,2013-07,2013-07-02,2013-07-02,76,conta-76,Fornecedor,Cheque,300.00,Pago
24421,2013,5,3,2013-05,2013-05-03,2013-05-03,76,conta-76,Fornecedor,Dinheiro,174.47,Pago
24422,2013,6,3,2013-06,2013-06-03,2013-06-03,284,conta-284,Fornecedor,Boleto,198.00,Pago
24423,2013,6,23,2013-06,2013-06-23,2013-06-23,284,conta-284,Fornecedor,Boleto,198.00,Pago
24424,2013,5,20,2013-05,2013-05-20,2013-05-20,89,conta-89,Imposto,Boleto,238.97,Pago
24425,2013,5,20,2013-05,2013-05-20,2013-05-20,25,conta-25,Despesa,Boleto,320.00,Pago
24426,2013,5,6,2013-05,2013-05-06,2013-05-06,278,conta-278,Fornecedor,Dinheiro,246.84,Pago
24427,2013,5,14,2013-05,2013-05-14,2013-05-14,7,conta-7,Despesa,Boleto,41.61,Pago
24428,2013,5,28,2013-05,2013-05-28,2013-05-28,6,conta-6,Despesa,Boleto,75.44,Pago
24429,2013,5,14,2013-05,2013-05-14,2013-05-14,86,conta-86,Despesa,Debito Conta Corrente - PJ,111.67,Pago
24430,2013,6,21,2013-06,2013-06-21,2013-06-21,225,conta-225,Fornecedor,Boleto,303.00,Pago
24431,2013,5,8,2013-05,2013-05-08,2013-05-08,272,conta-272,Fornecedor,Dinheiro,60.00,Pago
24432,2013,6,17,2013-06,2013-06-17,2013-06-17,35,conta-35,Fornecedor,Dinheiro,129.97,Pago
24433,2013,7,22,2013-07,2013-07-22,2013-07-22,35,conta-35,Fornecedor,Dinheiro,129.97,Pago
24434,2013,6,3,2013-06,2013-06-03,2013-06-03,63,conta-63,Fornecedor,Boleto,156.63,Pago
24435,2013,6,17,2013-06,2013-06-17,2013-06-17,63,conta-63,Fornecedor,Boleto,156.63,Pago
24437,2013,6,14,2013-06,2013-06-14,2013-06-14,104,conta-104,Fornecedor,Dinheiro,160.55,Pago
24438,2013,6,17,2013-06,2013-06-17,2013-06-17,76,conta-76,Fornecedor,Cheque,400.00,Pago
24439,2013,6,21,2013-06,2013-06-21,2013-06-21,76,conta-76,Fornecedor,Cheque,400.00,Pago
24441,2013,5,10,2013-05,2013-05-10,2013-05-10,189,conta-189,Fornecedor,Dinheiro,122.50,Pago
24442,2013,5,10,2013-05,2013-05-10,2013-05-10,113,conta-113,Fornecedor,Dinheiro,86.68,Pago
24443,2013,1,3,2013-01,2013-01-03,2013-01-03,79,conta-79,Fornecedor,Dinheiro,441.79,Pago
24444,2013,2,4,2013-02,2013-02-04,2013-02-04,79,conta-79,Fornecedor,Dinheiro,433.34,Pago
24445,2013,5,14,2013-05,2013-05-14,2013-05-14,236,conta-236,Despesa,Dinheiro,40.60,Pago
24447,2013,6,10,2013-06,2013-06-10,2013-06-10,27,conta-27,Fornecedor,Boleto,290.81,Pago
24448,2013,7,8,2013-07,2013-07-08,2013-07-08,27,conta-27,Fornecedor,Boleto,290.00,Pago
24449,2013,5,24,2013-05,2013-05-24,2013-05-24,13,conta-13,Despesa,Boleto,32.42,Pago
24450,2013,6,3,2013-06,2013-06-03,2013-06-03,284,conta-284,Fornecedor,Boleto,245.00,Pago
24451,2013,6,23,2013-06,2013-06-23,2013-06-23,284,conta-284,Fornecedor,Boleto,245.00,Pago
24452,2013,6,11,2013-06,2013-06-11,2013-06-11,214,conta-214,Fornecedor,Boleto,336.28,Pago
24453,2013,7,9,2013-07,2013-07-09,2013-07-09,214,conta-214,Fornecedor,Boleto,336.28,Pago
24454,2013,8,6,2013-08,2013-08-06,2013-08-06,214,conta-214,Fornecedor,Boleto,336.28,Pago
24455,2013,6,14,2013-06,2013-06-14,2013-06-14,132,conta-132,Fornecedor,Boleto,1580.38,Pago
24456,2013,5,15,2013-05,2013-05-15,2013-05-15,222,conta-222,Fornecedor,Dinheiro,54.00,Pago
24457,2013,6,19,2013-06,2013-06-19,2013-06-19,240,conta-240,Fornecedor,Cheque,175.00,Pago
24458,2013,6,18,2013-06,2013-06-18,2013-06-18,278,conta-278,Fornecedor,Cheque,175.00,Pago
24459,2013,7,31,2013-07,2013-07-31,2013-07-31,76,conta-76,Fornecedor,Cheque,350.00,Pago
24460,2013,7,31,2013-07,2013-07-31,2013-07-31,76,conta-76,Fornecedor,Cheque,350.00,Pago
24461,2013,5,15,2013-05,2013-05-15,2013-05-15,5304,conta-5304,Despesa,Debito Conta Corrente - PJ,.00,Pago
24462,2013,6,15,2013-06,2013-06-15,2013-06-15,5304,conta-5304,Despesa,Debito Conta Corrente - PJ,.00,Pago
24463,2013,7,15,2013-07,2013-07-15,2013-07-15,5304,conta-5304,Despesa,Debito Conta Corrente - PJ,.00,Pago
24464,2013,9,9,2013-09,2013-09-09,2013-09-09,5304,conta-5304,Despesa,PREVISAO,79.00,Falta Pagar
24465,2013,9,15,2013-09,2013-09-15,2013-09-15,5304,conta-5304,Despesa,PREVISAO,79.00,Falta Pagar
24466,2013,10,15,2013-10,2013-10-15,2013-10-15,5304,conta-5304,Despesa,PREVISAO,79.00,Falta Pagar
24467,2013,11,15,2013-11,2013-11-15,2013-11-15,5304,conta-5304,Despesa,PREVISAO,79.00,Falta Pagar
24468,2013,12,15,2013-12,2013-12-15,2013-12-15,5304,conta-5304,Despesa,PREVISAO,79.00,Falta Pagar
24470,2013,5,28,2013-05,2013-05-28,2013-05-28,240,conta-240,Fornecedor,Dinheiro,83.48,Pago
24471,2013,5,16,2013-05,2013-05-16,2013-05-16,76,conta-76,Fornecedor,Dinheiro,526.24,Pago
24472,2013,5,15,2013-05,2013-05-15,2013-05-15,240,conta-240,Fornecedor,Dinheiro,199.88,Pago
24473,2013,6,29,2013-06,2013-06-29,2013-06-29,282,conta-282,Fornecedor,Boleto,291.50,Pago
24474,2013,5,20,2013-05,2013-05-20,2013-05-20,278,conta-278,Fornecedor,Dinheiro,106.60,Pago
24475,2013,6,4,2013-06,2013-06-04,2013-06-04,73,conta-73,Fornecedor,Boleto,110.20,Pago
24476,2013,6,19,2013-06,2013-06-19,2013-06-19,73,conta-73,Fornecedor,Boleto,110.20,Pago
24477,2013,7,4,2013-07,2013-07-04,2013-07-04,73,conta-73,Fornecedor,Boleto,110.20,Pago
24478,2013,6,19,2013-06,2013-06-19,2013-06-19,49,conta-49,Fornecedor,Boleto,374.46,Pago
24479,2013,7,3,2013-07,2013-07-03,2013-07-03,49,conta-49,Fornecedor,Boleto,374.45,Pago
24480,2013,7,17,2013-07,2013-07-17,2013-07-17,49,conta-49,Fornecedor,Boleto,374.45,Pago
24482,2013,5,23,2013-05,2013-05-23,2013-05-23,259,conta-259,Fornecedor,Dinheiro,60.00,Pago
24483,2013,6,24,2013-06,2013-06-24,2013-06-24,104,conta-104,Fornecedor,Dinheiro,121.83,Pago
24484,2013,5,23,2013-05,2013-05-23,2013-05-23,236,conta-236,Despesa,Dinheiro,29.00,Pago
24485,2013,6,25,2013-06,2013-06-25,2013-06-25,76,conta-76,Fornecedor,Cheque,230.00,Pago
24486,2013,7,4,2013-07,2013-07-04,2013-07-04,76,conta-76,Fornecedor,Cheque,230.00,Pago
24487,2013,5,23,2013-05,2013-05-23,2013-05-23,76,conta-76,Fornecedor,Dinheiro,13.66,Pago
25489,2013,6,26,2013-06,2013-06-26,2013-06-26,227,conta-227,Fornecedor,Boleto,252.93,Pago
25490,2013,7,10,2013-07,2013-07-10,2013-07-10,227,conta-227,Fornecedor,Boleto,252.93,Pago
25492,2013,6,27,2013-06,2013-06-27,2013-06-27,248,conta-248,Fornecedor,Dinheiro,136.00,Pago
25493,2013,5,27,2013-05,2013-05-27,2013-05-27,278,conta-278,Fornecedor,Dinheiro,92.10,Pago
25494,2013,5,28,2013-05,2013-05-28,2013-05-28,240,conta-240,Fornecedor,Dinheiro,172.56,Pago
25495,2013,6,19,2013-06,2013-06-19,2013-06-19,49,conta-49,Fornecedor,Dinheiro,-132.66,Pago
25496,2013,7,10,2013-07,2013-07-10,2013-07-10,240,conta-240,Fornecedor,Cheque,240.00,Pago
25499,2013,6,12,2013-06,2013-06-12,2013-06-12,73,conta-73,Fornecedor,Boleto,126.66,Pago
25500,2013,6,27,2013-06,2013-06-27,2013-06-27,73,conta-73,Fornecedor,Boleto,126.66,Pago
25501,2013,7,12,2013-07,2013-07-12,2013-07-12,73,conta-73,Fornecedor,Boleto,126.68,Pago
25502,2013,7,7,2013-07,2013-07-07,2013-07-07,35,conta-35,Fornecedor,Dinheiro,89.85,Pago
25503,2013,8,5,2013-08,2013-08-05,2013-08-05,35,conta-35,Fornecedor,Dinheiro,89.85,Pago
25504,2013,7,10,2013-07,2013-07-10,2013-07-10,7328,conta-7328,Fornecedor,Cheque,237.00,Pago
25505,2013,8,22,2013-08,2013-08-22,2013-08-22,7328,conta-7328,Fornecedor,Cheque,237.00,Pago
25506,2013,6,3,2013-06,2013-06-03,2013-06-03,272,conta-272,Fornecedor,Dinheiro,66.00,Pago
25507,2013,6,21,2013-06,2013-06-21,2013-06-21,284,conta-284,Fornecedor,Boleto,237.00,Pago
25508,2013,7,11,2013-07,2013-07-11,2013-07-11,284,conta-284,Fornecedor,Boleto,237.00,Pago
25509,2013,4,22,2013-04,2013-04-22,2013-04-22,5298,conta-5298,Fornecedor,Dinheiro,20.00,Pago
25511,2013,6,4,2013-06,2013-06-04,2013-06-04,278,conta-278,Fornecedor,Dinheiro,321.49,Pago
25512,2013,6,20,2013-06,2013-06-20,2013-06-20,89,conta-89,Imposto,Boleto,232.19,Pago
112900,2019,1,20,2019-01,2019-01-20,2019-01-20,25,conta-25,Despesa,Boleto,480.00,Pago
112901,2019,2,20,2019-02,2019-02-20,2019-02-20,25,conta-25,Despesa,Boleto,480.00,Pago
112902,2019,3,20,2019-03,2019-03-20,2019-03-20,25,conta-25,Despesa,Boleto,480.00,Pago
112903,2019,4,20,2019-04,2019-04-20,2019-04-20,25,conta-25,Despesa,Boleto,600.00,Pago
112904,2019,5,20,2019-05,2019-05-20,2019-05-20,25,conta-25,Despesa,Boleto,480.00,Pago
112905,2019,6,20,2019-06,2019-06-20,2019-06-20,25,conta-25,Despesa,Boleto,480.00,Pago
112906,2019,7,20,2019-07,2019-07-20,2019-07-20,25,conta-25,Despesa,Boleto,480.00,Pago
112907,2019,8,20,2019-08,2019-08-20,2019-08-20,25,conta-25,Despesa,Boleto,480.00,Pago
112908,2019,9,20,2019-09,2019-09-20,2019-09-20,25,conta-25,Despesa,Boleto,480.00,Pago
112909,2019,10,20,2019-10,2019-10-20,2019-10-20,25,conta-25,Despesa,Boleto,480.00,Pago
112910,2019,11,20,2019-11,2019-11-20,2019-11-20,25,conta-25,Despesa,Boleto,700.00,Pago
112911,2019,12,20,2019-12,2019-12-20,2019-12-20,25,conta-25,Despesa,Boleto,700.00,Pago
112912,2019,1,9,2019-01,2019-01-09,2019-01-09,11343,conta-11343,Despesa,Boleto,108.19,Pago
112913,2019,2,9,2019-02,2019-02-09,2019-02-09,11343,conta-11343,Despesa,Boleto,110.48,Pago
112914,2019,3,9,2019-03,2019-03-09,2019-03-09,11343,conta-11343,Despesa,Boleto,106.89,Pago
112915,2019,4,9,2019-04,2019-04-09,2019-04-09,11343,conta-11343,Despesa,Boleto,109.65,Pago
112916,2019,5,9,2019-05,2019-05-09,2019-05-09,11343,conta-11343,Despesa,Boleto,116.31,Pago
112917,2019,6,9,2019-06,2019-06-09,2019-06-09,11343,conta-11343,Despesa,Boleto,108.99,Pago
112918,2019,7,9,2019-07,2019-07-09,2019-07-09,11343,conta-11343,Despesa,Boleto,110.13,Pago
112919,2019,8,9,2019-08,2019-08-09,2019-08-09,11343,conta-11343,Despesa,Boleto,110.69,Pago
112920,2019,9,9,2019-09,2019-09-09,2019-09-09,11343,conta-11343,Despesa,Boleto,121.32,Pago
112921,2019,10,9,2019-10,2019-10-09,2019-10-09,11343,conta-11343,Despesa,Boleto,120.49,Pago
112922,2019,11,9,2019-11,2019-11-09,2019-11-09,11343,conta-11343,Despesa,Boleto,59.38,Pago
112923,2019,12,9,2019-12,2019-12-09,2019-12-09,11343,conta-11343,Despesa,Boleto,58.83,Pago
